query,subject,identity,align_len,mismatch,gap,qstart,qend,sstart,send,evalue,bitscore
top_siRNA,XM_002818159.5,100.0,21,0,0,1,21,1182,1162,14.0,42.1
top_siRNA,XM_002818159.5,100.0,21,0,0,22,42,1164,1184,14.0,42.1
top_siRNA,XM_055272471.2,100.0,21,0,0,1,21,944,924,14.0,42.1
top_siRNA,XM_055272471.2,100.0,21,0,0,22,42,926,946,14.0,42.1
top_siRNA,XM_008960059.5,100.0,21,0,0,1,21,825,805,14.0,42.1
top_siRNA,XM_008960059.5,100.0,21,0,0,22,42,807,827,14.0,42.1
top_siRNA,XM_063605635.1,100.0,21,0,0,1,21,703,683,14.0,42.1
top_siRNA,XM_063605635.1,100.0,21,0,0,22,42,685,705,14.0,42.1
top_siRNA,NM_001287316.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,NM_001287316.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,LT727635.1,100.0,21,0,0,1,21,4192,4172,14.0,42.1
top_siRNA,LT727635.1,100.0,21,0,0,22,42,4174,4194,14.0,42.1
top_siRNA,LT727607.1,100.0,21,0,0,1,21,543,523,14.0,42.1
top_siRNA,LT727607.1,100.0,21,0,0,22,42,525,545,14.0,42.1
top_siRNA,LT727600.1,100.0,21,0,0,1,21,4088,4068,14.0,42.1
top_siRNA,LT727600.1,100.0,21,0,0,22,42,4070,4090,14.0,42.1
top_siRNA,LT727599.1,100.0,21,0,0,1,21,3975,3955,14.0,42.1
top_siRNA,LT727599.1,100.0,21,0,0,22,42,3957,3977,14.0,42.1
top_siRNA,LT727598.1,100.0,21,0,0,1,21,3844,3824,14.0,42.1
top_siRNA,LT727598.1,100.0,21,0,0,22,42,3826,3846,14.0,42.1
top_siRNA,LT727515.1,100.0,21,0,0,1,21,12465,12445,14.0,42.1
top_siRNA,LT727515.1,100.0,21,0,0,22,42,12447,12467,14.0,42.1
top_siRNA,OZ010654.1,100.0,21,0,0,8,28,9098060,9098040,14.0,42.1
top_siRNA,OZ010654.1,100.0,21,0,0,8,28,9251651,9251631,14.0,42.1
top_siRNA,OZ010654.1,100.0,19,0,0,9,27,7134828,7134846,220.0,38.2
top_siRNA,OZ010654.1,95.455,22,1,0,8,29,24467761,24467740,871.0,36.2
top_siRNA,OZ010654.1,95.455,22,1,0,12,33,24467740,24467761,871.0,36.2
top_siRNA,OZ004795.1,100.0,21,0,0,6,26,41928680,41928660,14.0,42.1
top_siRNA,OZ004729.1,100.0,21,0,0,14,34,88408763,88408743,14.0,42.1
top_siRNA,OZ004729.1,100.0,21,0,0,14,34,49549046,49549066,14.0,42.1
top_siRNA,OZ004729.1,100.0,20,0,0,14,33,53549421,53549440,56.0,40.1
top_siRNA,OZ004729.1,100.0,19,0,0,14,32,34172854,34172836,220.0,38.2
top_siRNA,OZ004729.1,100.0,19,0,0,14,32,69701579,69701561,220.0,38.2
top_siRNA,OZ004729.1,100.0,18,0,0,23,40,10014741,10014724,871.0,36.2
top_siRNA,OZ004729.1,100.0,18,0,0,1,18,10014724,10014741,871.0,36.2
top_siRNA,XM_019180947.1,96.0,25,1,0,13,37,405,381,14.0,42.1
top_siRNA,CP117902.1,100.0,21,0,0,20,40,103945,103925,14.0,42.1
top_siRNA,CP117902.1,100.0,19,0,0,1,19,103925,103943,220.0,38.2
top_siRNA,CP117909.1,100.0,21,0,0,20,40,104062,104042,14.0,42.1
top_siRNA,CP117909.1,100.0,19,0,0,1,19,104042,104060,220.0,38.2
top_siRNA,CP118290.1,100.0,21,0,0,20,40,103890,103870,14.0,42.1
top_siRNA,CP118290.1,100.0,19,0,0,1,19,103870,103888,220.0,38.2
top_siRNA,CP119358.1,100.0,21,0,0,20,40,103905,103885,14.0,42.1
top_siRNA,CP119358.1,100.0,19,0,0,1,19,103885,103903,220.0,38.2
top_siRNA,CP118298.1,100.0,21,0,0,20,40,103866,103846,14.0,42.1
top_siRNA,CP118298.1,100.0,19,0,0,1,19,103846,103864,220.0,38.2
top_siRNA,CP119383.1,100.0,21,0,0,20,40,103633,103613,14.0,42.1
top_siRNA,CP119383.1,100.0,19,0,0,1,19,103613,103631,220.0,38.2
top_siRNA,CP119374.1,100.0,21,0,0,20,40,103890,103870,14.0,42.1
top_siRNA,CP119374.1,100.0,19,0,0,1,19,103870,103888,220.0,38.2
top_siRNA,XM_017871559.1,100.0,21,0,0,1,21,602,582,14.0,42.1
top_siRNA,XM_017871559.1,100.0,21,0,0,22,42,584,604,14.0,42.1
top_siRNA,XM_017871558.1,100.0,21,0,0,1,21,764,744,14.0,42.1
top_siRNA,XM_017871558.1,100.0,21,0,0,22,42,746,766,14.0,42.1
top_siRNA,CP092873.1,100.0,21,0,0,5,25,36607598,36607578,14.0,42.1
top_siRNA,XM_032759575.2,100.0,21,0,0,1,21,320,300,14.0,42.1
top_siRNA,XM_032759575.2,100.0,21,0,0,22,42,302,322,14.0,42.1
top_siRNA,XM_032759555.2,100.0,21,0,0,1,21,546,526,14.0,42.1
top_siRNA,XM_032759555.2,100.0,21,0,0,22,42,528,548,14.0,42.1
top_siRNA,CP124066.1,100.0,21,0,0,20,40,103280,103260,14.0,42.1
top_siRNA,CP124066.1,100.0,19,0,0,1,19,103260,103278,220.0,38.2
top_siRNA,CP124062.1,100.0,21,0,0,20,40,107991,107971,14.0,42.1
top_siRNA,CP124062.1,100.0,19,0,0,1,19,107971,107989,220.0,38.2
top_siRNA,OX941088.1,96.0,25,1,0,7,31,69833720,69833696,14.0,42.1
top_siRNA,OX941088.1,95.652,23,1,0,10,32,69915147,69915125,220.0,38.2
top_siRNA,OX941088.1,95.455,22,1,0,10,31,86029833,86029812,871.0,36.2
top_siRNA,OX465107.1,100.0,21,0,0,16,36,8630027,8630007,14.0,42.1
top_siRNA,XM_019031795.3,100.0,21,0,0,1,21,585,565,14.0,42.1
top_siRNA,XM_019031795.3,100.0,21,0,0,22,42,567,587,14.0,42.1
top_siRNA,OX459959.2,100.0,21,0,0,7,27,21104676,21104656,14.0,42.1
top_siRNA,XM_054358146.1,100.0,21,0,0,1,21,1425,1405,14.0,42.1
top_siRNA,XM_054358146.1,100.0,21,0,0,22,42,1407,1427,14.0,42.1
top_siRNA,CP087228.1,100.0,21,0,0,5,25,9497661,9497641,14.0,42.1
top_siRNA,XR_008402398.1,100.0,21,0,0,7,27,1099,1079,14.0,42.1
top_siRNA,XM_053713095.1,100.0,21,0,0,7,27,977,957,14.0,42.1
top_siRNA,CP011901.1,100.0,21,0,0,9,29,13641705,13641685,14.0,42.1
top_siRNA,CP011901.1,100.0,18,0,0,6,23,70522639,70522622,871.0,36.2
top_siRNA,CP011901.1,100.0,18,0,0,6,23,7709607,7709624,871.0,36.2
top_siRNA,OX421883.1,100.0,21,0,0,6,26,45243809,45243789,14.0,42.1
top_siRNA,OX419233.1,96.0,25,1,0,15,39,36845041,36845017,14.0,42.1
top_siRNA,OX419233.1,100.0,18,0,0,2,19,36845017,36845034,871.0,36.2
top_siRNA,OX419219.1,96.0,25,1,0,15,39,55359180,55359156,14.0,42.1
top_siRNA,OX419219.1,100.0,18,0,0,2,19,55359156,55359173,871.0,36.2
top_siRNA,OX387916.1,100.0,21,0,0,20,40,10672381,10672361,14.0,42.1
top_siRNA,OX387916.1,100.0,19,0,0,1,19,10672361,10672379,220.0,38.2
top_siRNA,CP075402.1,100.0,21,0,0,20,40,103863,103843,14.0,42.1
top_siRNA,CP075402.1,100.0,19,0,0,1,19,103843,103861,220.0,38.2
top_siRNA,CP075406.1,100.0,21,0,0,20,40,103856,103836,14.0,42.1
top_siRNA,CP075406.1,100.0,19,0,0,1,19,103836,103854,220.0,38.2
top_siRNA,CP075407.1,100.0,21,0,0,20,40,103830,103810,14.0,42.1
top_siRNA,CP075407.1,100.0,19,0,0,1,19,103810,103828,220.0,38.2
top_siRNA,CP075440.1,100.0,21,0,0,20,40,103781,103761,14.0,42.1
top_siRNA,CP075440.1,100.0,19,0,0,1,19,103761,103779,220.0,38.2
top_siRNA,CP075441.1,100.0,21,0,0,20,40,103774,103754,14.0,42.1
top_siRNA,CP075441.1,100.0,19,0,0,1,19,103754,103772,220.0,38.2
top_siRNA,CP075442.1,100.0,21,0,0,20,40,103747,103727,14.0,42.1
top_siRNA,CP075442.1,100.0,19,0,0,1,19,103727,103745,220.0,38.2
top_siRNA,CP075443.1,100.0,21,0,0,20,40,103774,103754,14.0,42.1
top_siRNA,CP075443.1,100.0,19,0,0,1,19,103754,103772,220.0,38.2
top_siRNA,CP075444.1,100.0,21,0,0,20,40,89368,89348,14.0,42.1
top_siRNA,CP075444.1,100.0,19,0,0,1,19,89348,89366,220.0,38.2
top_siRNA,CP075445.1,100.0,21,0,0,20,40,101245,101225,14.0,42.1
top_siRNA,CP075445.1,100.0,19,0,0,1,19,101225,101243,220.0,38.2
top_siRNA,CP075446.1,100.0,21,0,0,20,40,103502,103482,14.0,42.1
top_siRNA,CP075446.1,100.0,19,0,0,1,19,103482,103500,220.0,38.2
top_siRNA,CP075447.1,100.0,21,0,0,20,40,103781,103761,14.0,42.1
top_siRNA,CP075447.1,100.0,19,0,0,1,19,103761,103779,220.0,38.2
top_siRNA,CP075448.1,100.0,21,0,0,20,40,103769,103749,14.0,42.1
top_siRNA,CP075448.1,100.0,19,0,0,1,19,103749,103767,220.0,38.2
top_siRNA,CP075449.1,100.0,21,0,0,20,40,103781,103761,14.0,42.1
top_siRNA,CP075449.1,100.0,19,0,0,1,19,103761,103779,220.0,38.2
top_siRNA,CP075450.1,100.0,21,0,0,20,40,103775,103755,14.0,42.1
top_siRNA,CP075450.1,100.0,19,0,0,1,19,103755,103773,220.0,38.2
top_siRNA,CP075234.1,100.0,21,0,0,20,40,103816,103796,14.0,42.1
top_siRNA,CP075234.1,100.0,19,0,0,1,19,103796,103814,220.0,38.2
top_siRNA,CP075233.1,100.0,21,0,0,20,40,103844,103824,14.0,42.1
top_siRNA,CP075233.1,100.0,19,0,0,1,19,103824,103842,220.0,38.2
top_siRNA,CP075232.1,100.0,21,0,0,20,40,103908,103888,14.0,42.1
top_siRNA,CP075232.1,100.0,19,0,0,1,19,103888,103906,220.0,38.2
top_siRNA,CP075231.1,100.0,21,0,0,20,40,103838,103818,14.0,42.1
top_siRNA,CP075231.1,100.0,19,0,0,1,19,103818,103836,220.0,38.2
top_siRNA,CP075230.1,100.0,21,0,0,20,40,103842,103822,14.0,42.1
top_siRNA,CP075230.1,100.0,19,0,0,1,19,103822,103840,220.0,38.2
top_siRNA,CP075229.1,100.0,21,0,0,20,40,103842,103822,14.0,42.1
top_siRNA,CP075229.1,100.0,19,0,0,1,19,103822,103840,220.0,38.2
top_siRNA,CP075228.1,100.0,21,0,0,20,40,103848,103828,14.0,42.1
top_siRNA,CP075228.1,100.0,19,0,0,1,19,103828,103846,220.0,38.2
top_siRNA,CP075225.1,100.0,21,0,0,20,40,103862,103842,14.0,42.1
top_siRNA,CP075225.1,100.0,19,0,0,1,19,103842,103860,220.0,38.2
top_siRNA,CP075216.1,100.0,21,0,0,20,40,103785,103765,14.0,42.1
top_siRNA,CP075216.1,100.0,19,0,0,1,19,103765,103783,220.0,38.2
top_siRNA,CP075215.1,100.0,21,0,0,20,40,103648,103628,14.0,42.1
top_siRNA,CP075215.1,100.0,19,0,0,1,19,103628,103646,220.0,38.2
top_siRNA,CP075214.1,100.0,21,0,0,20,40,103782,103762,14.0,42.1
top_siRNA,CP075214.1,100.0,19,0,0,1,19,103762,103780,220.0,38.2
top_siRNA,CP075213.1,100.0,21,0,0,20,40,103575,103555,14.0,42.1
top_siRNA,CP075213.1,100.0,19,0,0,1,19,103555,103573,220.0,38.2
top_siRNA,CP075212.1,100.0,21,0,0,20,40,103774,103754,14.0,42.1
top_siRNA,CP075212.1,100.0,19,0,0,1,19,103754,103772,220.0,38.2
top_siRNA,CP075211.1,100.0,21,0,0,20,40,103630,103610,14.0,42.1
top_siRNA,CP075211.1,100.0,19,0,0,1,19,103610,103628,220.0,38.2
top_siRNA,CP075210.1,100.0,21,0,0,20,40,103785,103765,14.0,42.1
top_siRNA,CP075210.1,100.0,19,0,0,1,19,103765,103783,220.0,38.2
top_siRNA,CP075209.1,100.0,21,0,0,20,40,103815,103795,14.0,42.1
top_siRNA,CP075209.1,100.0,19,0,0,1,19,103795,103813,220.0,38.2
top_siRNA,CP075208.1,100.0,21,0,0,20,40,103775,103755,14.0,42.1
top_siRNA,CP075208.1,100.0,19,0,0,1,19,103755,103773,220.0,38.2
top_siRNA,CP075207.1,100.0,21,0,0,20,40,103771,103751,14.0,42.1
top_siRNA,CP075207.1,100.0,19,0,0,1,19,103751,103769,220.0,38.2
top_siRNA,CP075206.1,100.0,21,0,0,20,40,103723,103703,14.0,42.1
top_siRNA,CP075206.1,100.0,19,0,0,1,19,103703,103721,220.0,38.2
top_siRNA,CP075205.1,100.0,21,0,0,20,40,103816,103796,14.0,42.1
top_siRNA,CP075205.1,100.0,19,0,0,1,19,103796,103814,220.0,38.2
top_siRNA,CP075204.1,100.0,21,0,0,20,40,103781,103761,14.0,42.1
top_siRNA,CP075204.1,100.0,19,0,0,1,19,103761,103779,220.0,38.2
top_siRNA,CP075203.1,100.0,21,0,0,20,40,103774,103754,14.0,42.1
top_siRNA,CP075203.1,100.0,19,0,0,1,19,103754,103772,220.0,38.2
top_siRNA,CP075202.1,100.0,21,0,0,20,40,103699,103679,14.0,42.1
top_siRNA,CP075202.1,100.0,19,0,0,1,19,103679,103697,220.0,38.2
top_siRNA,CP075250.1,100.0,21,0,0,20,40,103798,103778,14.0,42.1
top_siRNA,CP075250.1,100.0,19,0,0,1,19,103778,103796,220.0,38.2
top_siRNA,CP075201.1,100.0,21,0,0,20,40,103740,103720,14.0,42.1
top_siRNA,CP075201.1,100.0,19,0,0,1,19,103720,103738,220.0,38.2
top_siRNA,CP075249.1,100.0,21,0,0,20,40,103788,103768,14.0,42.1
top_siRNA,CP075249.1,100.0,19,0,0,1,19,103768,103786,220.0,38.2
top_siRNA,CP075248.1,100.0,21,0,0,20,40,103789,103769,14.0,42.1
top_siRNA,CP075248.1,100.0,19,0,0,1,19,103769,103787,220.0,38.2
top_siRNA,CP075200.1,100.0,21,0,0,20,40,103767,103747,14.0,42.1
top_siRNA,CP075200.1,100.0,19,0,0,1,19,103747,103765,220.0,38.2
top_siRNA,CP075199.1,100.0,21,0,0,20,40,103764,103744,14.0,42.1
top_siRNA,CP075199.1,100.0,19,0,0,1,19,103744,103762,220.0,38.2
top_siRNA,CP075198.1,100.0,21,0,0,20,40,103774,103754,14.0,42.1
top_siRNA,CP075198.1,100.0,19,0,0,1,19,103754,103772,220.0,38.2
top_siRNA,XM_012081125.1,100.0,21,0,0,1,21,599,579,14.0,42.1
top_siRNA,XM_012081125.1,100.0,21,0,0,22,42,581,601,14.0,42.1
top_siRNA,XM_011944174.1,100.0,21,0,0,1,21,447,427,14.0,42.1
top_siRNA,XM_011944174.1,100.0,21,0,0,22,42,429,449,14.0,42.1
top_siRNA,XM_011944173.1,100.0,21,0,0,1,21,604,584,14.0,42.1
top_siRNA,XM_011944173.1,100.0,21,0,0,22,42,586,606,14.0,42.1
top_siRNA,XM_011944172.1,100.0,21,0,0,1,21,702,682,14.0,42.1
top_siRNA,XM_011944172.1,100.0,21,0,0,22,42,684,704,14.0,42.1
top_siRNA,XM_011973919.1,100.0,21,0,0,1,21,447,427,14.0,42.1
top_siRNA,XM_011973919.1,100.0,21,0,0,22,42,429,449,14.0,42.1
top_siRNA,XM_011973917.1,100.0,21,0,0,1,21,604,584,14.0,42.1
top_siRNA,XM_011973917.1,100.0,21,0,0,22,42,586,606,14.0,42.1
top_siRNA,XM_011973916.1,100.0,21,0,0,1,21,702,682,14.0,42.1
top_siRNA,XM_011973916.1,100.0,21,0,0,22,42,684,704,14.0,42.1
top_siRNA,CP009058.1,100.0,21,0,0,20,40,103783,103763,14.0,42.1
top_siRNA,CP009058.1,100.0,19,0,0,1,19,103763,103781,220.0,38.2
top_siRNA,XM_050783146.1,100.0,21,0,0,1,21,1314,1294,14.0,42.1
top_siRNA,XM_050783146.1,100.0,21,0,0,22,42,1296,1316,14.0,42.1
top_siRNA,OW618046.2,100.0,21,0,0,20,40,10611904,10611884,14.0,42.1
top_siRNA,OW618046.2,100.0,19,0,0,1,19,10611884,10611902,220.0,38.2
top_siRNA,CP009212.1,100.0,21,0,0,20,40,103770,103750,14.0,42.1
top_siRNA,CP009212.1,100.0,19,0,0,1,19,103750,103768,220.0,38.2
top_siRNA,CP087240.1,100.0,21,0,0,5,25,9452625,9452605,14.0,42.1
top_siRNA,OU452225.1,100.0,21,0,0,9,29,3762999,3762979,14.0,42.1
top_siRNA,OU452225.1,100.0,18,0,0,9,26,3396626,3396609,871.0,36.2
top_siRNA,OU452225.1,100.0,18,0,0,9,26,3539395,3539378,871.0,36.2
top_siRNA,OU452225.1,100.0,18,0,0,9,26,4519108,4519125,871.0,36.2
top_siRNA,OU015578.1,100.0,21,0,0,4,24,29539050,29539030,14.0,42.1
top_siRNA,FR989876.1,100.0,21,0,0,8,28,1510620,1510600,14.0,42.1
top_siRNA,NM_001042733.2,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,NM_001042733.2,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,CP003882.1,100.0,21,0,0,20,40,103765,103745,14.0,42.1
top_siRNA,CP003882.1,100.0,19,0,0,1,19,103745,103763,220.0,38.2
top_siRNA,XM_017526970.2,100.0,21,0,0,1,21,401,381,14.0,42.1
top_siRNA,XM_017526970.2,100.0,19,0,0,22,40,383,401,220.0,38.2
top_siRNA,XM_017526969.2,100.0,21,0,0,1,21,620,600,14.0,42.1
top_siRNA,XM_017526969.2,100.0,19,0,0,22,40,602,620,220.0,38.2
top_siRNA,OZ457392.1,100.0,21,0,0,8,28,15426676,15426656,14.0,42.1
top_siRNA,JQ250825.1,100.0,21,0,0,1,21,480,460,14.0,42.1
top_siRNA,JQ250825.1,100.0,21,0,0,22,42,462,482,14.0,42.1
top_siRNA,OZ453277.1,100.0,21,0,0,5,25,26783113,26783093,14.0,42.1
top_siRNA,XM_036749794.1,100.0,21,0,0,6,26,379,359,14.0,42.1
top_siRNA,OZ415981.1,100.0,21,0,0,12,32,43829227,43829207,14.0,42.1
top_siRNA,XM_080263119.1,100.0,21,0,0,18,38,574,554,14.0,42.1
top_siRNA,OZ411630.1,100.0,21,0,0,13,33,5940107,5940087,14.0,42.1
top_siRNA,OZ407454.1,100.0,21,0,0,9,29,19931985,19931965,14.0,42.1
top_siRNA,OZ407144.1,100.0,21,0,0,19,39,35140030,35140010,14.0,42.1
top_siRNA,OZ407144.1,100.0,18,0,0,2,19,35140010,35140027,871.0,36.2
top_siRNA,OZ405057.1,100.0,21,0,0,14,34,15042764,15042744,14.0,42.1
top_siRNA,LR862393.1,100.0,21,0,0,8,28,37202402,37202382,14.0,42.1
top_siRNA,OZ404551.1,96.0,25,1,0,15,39,9860154,9860130,14.0,42.1
top_siRNA,OZ404551.1,100.0,18,0,0,2,19,9860130,9860147,871.0,36.2
top_siRNA,NM_001267771.2,100.0,21,0,0,1,21,546,526,14.0,42.1
top_siRNA,NM_001267771.2,100.0,19,0,0,22,40,528,546,220.0,38.2
top_siRNA,OZ228848.1,100.0,21,0,0,7,27,18615411,18615391,14.0,42.1
top_siRNA,XM_078341942.1,100.0,21,0,0,1,21,355,335,14.0,42.1
top_siRNA,XM_078341942.1,100.0,19,0,0,22,40,337,355,220.0,38.2
top_siRNA,AP018908.1,100.0,21,0,0,20,40,103880,103860,14.0,42.1
top_siRNA,AP018908.1,100.0,19,0,0,1,19,103860,103878,220.0,38.2
top_siRNA,OZ387654.1,100.0,21,0,0,14,34,16214922,16214902,14.0,42.1
top_siRNA,XM_077995016.1,100.0,21,0,0,1,21,941,921,14.0,42.1
top_siRNA,XM_077995016.1,100.0,21,0,0,22,42,923,943,14.0,42.1
top_siRNA,OZ364081.2,96.0,25,1,0,12,36,61689197,61689173,14.0,42.1
top_siRNA,OZ364081.2,100.0,19,0,0,10,28,79320955,79320937,220.0,38.2
top_siRNA,OZ364081.2,100.0,19,0,0,10,28,79327970,79327952,220.0,38.2
top_siRNA,OZ370405.1,100.0,21,0,0,22,42,10589666,10589646,14.0,42.1
top_siRNA,OZ370405.1,100.0,20,0,0,1,20,10589648,10589667,56.0,40.1
top_siRNA,OZ370015.1,100.0,21,0,0,8,28,4152705,4152685,14.0,42.1
top_siRNA,CP002933.1,100.0,21,0,0,20,40,103781,103761,14.0,42.1
top_siRNA,CP002933.1,100.0,19,0,0,1,19,103761,103779,220.0,38.2
top_siRNA,AB528399.1,100.0,21,0,0,1,21,492,472,14.0,42.1
top_siRNA,AB528399.1,100.0,21,0,0,22,42,474,494,14.0,42.1
top_siRNA,GQ507794.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,GQ507794.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,FJ194486.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,FJ194486.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,DQ894639.2,100.0,21,0,0,1,21,505,485,14.0,42.1
top_siRNA,DQ894639.2,100.0,21,0,0,22,42,487,507,14.0,42.1
top_siRNA,DQ891463.2,100.0,21,0,0,1,21,505,485,14.0,42.1
top_siRNA,DQ891463.2,100.0,21,0,0,22,42,487,507,14.0,42.1
top_siRNA,CP000395.1,100.0,21,0,0,20,40,103547,103527,14.0,42.1
top_siRNA,CP000395.1,100.0,19,0,0,1,19,103527,103545,220.0,38.2
top_siRNA,DQ658153.1,100.0,21,0,0,1,21,511,491,14.0,42.1
top_siRNA,DQ658153.1,100.0,19,0,0,22,40,493,511,220.0,38.2
top_siRNA,AY849928.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,AY849928.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,BT019749.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,BT019749.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,BT019748.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,BT019748.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,BT019727.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,BT019727.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,BC015511.1,100.0,21,0,0,1,21,532,512,14.0,42.1
top_siRNA,BC015511.1,100.0,21,0,0,22,42,514,534,14.0,42.1
top_siRNA,AB000554.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,AB000554.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,S56892.1,100.0,21,0,0,1,21,498,478,14.0,42.1
top_siRNA,S56892.1,100.0,21,0,0,22,42,480,500,14.0,42.1
top_siRNA,CR450296.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,CR450296.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,AF097323.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,AF097323.1,100.0,19,0,0,22,40,465,483,220.0,38.2
top_siRNA,AF097322.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,AF097322.1,100.0,19,0,0,22,40,465,483,220.0,38.2
top_siRNA,AF014510.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,AF014510.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,AF014505.1,100.0,21,0,0,1,21,482,462,14.0,42.1
top_siRNA,AF014505.1,100.0,19,0,0,22,40,464,482,220.0,38.2
top_siRNA,L26028.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,L26028.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,L26032.1,100.0,21,0,0,1,21,483,463,14.0,42.1
top_siRNA,L26032.1,100.0,21,0,0,22,42,465,485,14.0,42.1
top_siRNA,M54894.1,100.0,21,0,0,1,21,533,513,14.0,42.1
top_siRNA,M54894.1,100.0,21,0,0,22,42,515,535,14.0,42.1
top_siRNA,M29150.1,100.0,21,0,0,1,21,518,498,14.0,42.1
top_siRNA,M29150.1,100.0,21,0,0,22,42,500,520,14.0,42.1
top_siRNA,M18403.1,100.0,21,0,0,1,21,545,525,14.0,42.1
top_siRNA,M18403.1,100.0,21,0,0,22,42,527,547,14.0,42.1
top_siRNA,M14584.1,100.0,21,0,0,1,21,546,526,14.0,42.1
top_siRNA,M14584.1,100.0,21,0,0,22,42,528,548,14.0,42.1
top_siRNA,X04602.1,100.0,21,0,0,1,21,516,496,14.0,42.1
top_siRNA,X04602.1,100.0,21,0,0,22,42,498,518,14.0,42.1
top_siRNA,X04430.1,100.0,21,0,0,1,21,569,549,14.0,42.1
top_siRNA,X04430.1,100.0,21,0,0,22,42,551,571,14.0,42.1
top_siRNA,X04403.1,100.0,21,0,0,1,21,390,370,14.0,42.1
top_siRNA,X04403.1,100.0,21,0,0,22,42,372,392,14.0,42.1
top_siRNA,OZ364108.1,100.0,21,0,0,22,42,9379069,9379089,14.0,42.1
top_siRNA,OZ364108.1,100.0,19,0,0,1,19,9379087,9379069,220.0,38.2
top_siRNA,OZ362441.1,100.0,21,0,0,1,21,2082319,2082339,14.0,42.1
top_siRNA,OZ362441.1,100.0,19,0,0,22,40,2082337,2082319,220.0,38.2
top_siRNA,OZ352785.1,96.0,25,1,0,9,33,8719799,8719823,14.0,42.1
top_siRNA,OZ349350.1,100.0,21,0,0,3,23,64761110,64761130,14.0,42.1
top_siRNA,OZ350128.1,100.0,21,0,0,4,24,28225282,28225302,14.0,42.1
top_siRNA,OZ345458.1,96.0,25,1,0,12,36,14545620,14545644,14.0,42.1
top_siRNA,OZ345419.1,100.0,21,0,0,14,34,18016487,18016507,14.0,42.1
top_siRNA,OZ335899.1,100.0,21,0,0,7,27,13199569,13199589,14.0,42.1
top_siRNA,OZ321407.1,100.0,21,0,0,12,32,8367046,8367066,14.0,42.1
top_siRNA,OZ319608.1,100.0,21,0,0,14,34,215817,215837,14.0,42.1
top_siRNA,OZ318666.1,100.0,21,0,0,12,32,8114101,8114121,14.0,42.1
top_siRNA,OZ317101.1,100.0,21,0,0,22,42,4538389,4538409,14.0,42.1
top_siRNA,OZ317101.1,100.0,19,0,0,1,19,4538407,4538389,220.0,38.2
top_siRNA,AP022678.1,96.0,25,1,0,12,36,4571591,4571615,14.0,42.1
top_siRNA,OZ298082.1,100.0,21,0,0,2,22,79116543,79116563,14.0,42.1
top_siRNA,OZ298082.1,100.0,18,0,0,22,39,79116560,79116543,871.0,36.2
top_siRNA,OZ280742.1,96.0,25,1,0,15,39,2038229,2038253,14.0,42.1
top_siRNA,OZ280742.1,100.0,18,0,0,2,19,2038253,2038236,871.0,36.2
top_siRNA,OZ004714.2,100.0,21,0,0,6,26,5368500,5368520,14.0,42.1
top_siRNA,OZ004714.2,100.0,18,0,0,25,42,16211770,16211787,871.0,36.2
top_siRNA,OZ247786.1,96.0,25,1,0,9,33,48520992,48521016,14.0,42.1
top_siRNA,OZ071109.2,100.0,21,0,0,16,36,19822695,19822715,14.0,42.1
top_siRNA,OZ244938.1,100.0,21,0,0,6,26,4005844,4005864,14.0,42.1
top_siRNA,OZ240715.1,100.0,21,0,0,6,26,2029251,2029271,14.0,42.1
top_siRNA,OZ240715.1,100.0,19,0,0,15,33,5141135,5141153,220.0,38.2
top_siRNA,OZ238966.1,100.0,21,0,0,12,32,52565864,52565884,14.0,42.1
top_siRNA,OZ238966.1,100.0,19,0,0,18,36,68689308,68689326,220.0,38.2
top_siRNA,OZ218581.1,100.0,21,0,0,1,21,2735412,2735432,14.0,42.1
